region_aggregation_id,region_type,region
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
wales,coarse,
northern ireland,coarse,51
northern ireland,coarse,66
northern ireland,coarse,67
northern ireland,coarse,80
northern ireland,coarse,81
northern ireland,coarse,82
northern ireland,coarse,96
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
northern ireland,coarse,
scotland,coarse,70
scotland,coarse,71
scotland,coarse,82
scotland,coarse,83
scotland,coarse,84
scotland,coarse,85
scotland,coarse,86
scotland,coarse,96
scotland,coarse,97
scotland,coarse,98
scotland,coarse,99
scotland,coarse,100
scotland,coarse,101
scotland,coarse,111
scotland,coarse,112
scotland,coarse,113
scotland,coarse,114
scotland,coarse,115
scotland,coarse,116
scotland,coarse,126
scotland,coarse,127
scotland,coarse,128
scotland,coarse,129
scotland,coarse,130
scotland,coarse,131
scotland,coarse,132
scotland,coarse,142
scotland,coarse,143
scotland,coarse,144
scotland,coarse,145
scotland,coarse,146
scotland,coarse,159
scotland,coarse,160
scotland,coarse,162
scotland,coarse,163
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
