region_aggregation_id,region_type,region
scotland,fine,2134
scotland,fine,2135
scotland,fine,2136
scotland,fine,2137
scotland,fine,2138
scotland,fine,2139
scotland,fine,2140
scotland,fine,2141
scotland,fine,2144
scotland,fine,2145
scotland,fine,2146
scotland,fine,2147
scotland,fine,2148
scotland,fine,2188
scotland,fine,2189
scotland,fine,2190
scotland,fine,2191
scotland,fine,2192
scotland,fine,2193
scotland,fine,2194
scotland,fine,2195
scotland,fine,2196
scotland,fine,2197
scotland,fine,2198
scotland,fine,2199
scotland,fine,2200
scotland,fine,2201
scotland,fine,2206
scotland,fine,2207
scotland,fine,2249
scotland,fine,2250
scotland,fine,2251
scotland,fine,2252
scotland,fine,2253
scotland,fine,2254
scotland,fine,2255
scotland,fine,2256
scotland,fine,2257
scotland,fine,2258
scotland,fine,2259
scotland,fine,2260
scotland,fine,2261
scotland,fine,2310
scotland,fine,2311
scotland,fine,2312
scotland,fine,2313
scotland,fine,2316
scotland,fine,2317
scotland,fine,2318
scotland,fine,2319
scotland,fine,2320
scotland,fine,2321
scotland,fine,2370
scotland,fine,2371
scotland,fine,2372
scotland,fine,2373
scotland,fine,2377
scotland,fine,2378
scotland,fine,2379
scotland,fine,2380
scotland,fine,2381
scotland,fine,2439
scotland,fine,2440
scotland,fine,2441
scotland,fine,2513
scotland,fine,2514
scotland,fine,2571
scotland,fine,2572
scotland,fine,2573
scotland,fine,2574
scotland,fine,2575
scotland,fine,2631
scotland,fine,2632
scotland,fine,2633
scotland,fine,2634
isle of man,fine,1704
isle of man,fine,1705
isle of man,fine,1764
isle of man,fine,1765
isle of man,fine,1824
isle of man,fine,1825
republic of ireland,fine,253
republic of ireland,fine,254
republic of ireland,fine,255
republic of ireland,fine,312
republic of ireland,fine,313
republic of ireland,fine,314
republic of ireland,fine,315
republic of ireland,fine,321
republic of ireland,fine,323
republic of ireland,fine,324
republic of ireland,fine,325
republic of ireland,fine,371
republic of ireland,fine,372
republic of ireland,fine,373
republic of ireland,fine,374
republic of ireland,fine,375
republic of ireland,fine,376
republic of ireland,fine,377
republic of ireland,fine,380
republic of ireland,fine,381
republic of ireland,fine,382
republic of ireland,fine,383
republic of ireland,fine,384
republic of ireland,fine,385
republic of ireland,fine,431
republic of ireland,fine,432
republic of ireland,fine,433
republic of ireland,fine,434
republic of ireland,fine,435
republic of ireland,fine,436
republic of ireland,fine,437
republic of ireland,fine,440
republic of ireland,fine,441
republic of ireland,fine,442
republic of ireland,fine,443
republic of ireland,fine,444
republic of ireland,fine,445
republic of ireland,fine,491
republic of ireland,fine,492
republic of ireland,fine,493
republic of ireland,fine,494
republic of ireland,fine,495
republic of ireland,fine,496
republic of ireland,fine,497
republic of ireland,fine,498
republic of ireland,fine,499
republic of ireland,fine,500
republic of ireland,fine,501
republic of ireland,fine,502
republic of ireland,fine,503
republic of ireland,fine,504
republic of ireland,fine,505
republic of ireland,fine,551
republic of ireland,fine,552
republic of ireland,fine,553
republic of ireland,fine,554
republic of ireland,fine,555
republic of ireland,fine,556
republic of ireland,fine,557
republic of ireland,fine,558
republic of ireland,fine,559
republic of ireland,fine,560
republic of ireland,fine,561
republic of ireland,fine,562
republic of ireland,fine,563
republic of ireland,fine,564
republic of ireland,fine,565
republic of ireland,fine,612
republic of ireland,fine,613
republic of ireland,fine,614
republic of ireland,fine,615
republic of ireland,fine,616
republic of ireland,fine,617
republic of ireland,fine,618
republic of ireland,fine,619
republic of ireland,fine,620
republic of ireland,fine,621
republic of ireland,fine,622
republic of ireland,fine,623
republic of ireland,fine,624
republic of ireland,fine,625
republic of ireland,fine,672
republic of ireland,fine,673
republic of ireland,fine,674
republic of ireland,fine,675
republic of ireland,fine,676
republic of ireland,fine,677
republic of ireland,fine,678
republic of ireland,fine,679
republic of ireland,fine,680
republic of ireland,fine,681
republic of ireland,fine,682
republic of ireland,fine,683
republic of ireland,fine,684
republic of ireland,fine,685
republic of ireland,fine,686
republic of ireland,fine,687
republic of ireland,fine,732
republic of ireland,fine,733
republic of ireland,fine,734
republic of ireland,fine,735
republic of ireland,fine,736
republic of ireland,fine,737
republic of ireland,fine,738
republic of ireland,fine,739
republic of ireland,fine,740
republic of ireland,fine,741
republic of ireland,fine,742
republic of ireland,fine,743
republic of ireland,fine,744
republic of ireland,fine,745
republic of ireland,fine,746
republic of ireland,fine,747
republic of ireland,fine,748
republic of ireland,fine,792
republic of ireland,fine,793
republic of ireland,fine,794
republic of ireland,fine,795
republic of ireland,fine,796
republic of ireland,fine,797
republic of ireland,fine,798
republic of ireland,fine,799
republic of ireland,fine,800
republic of ireland,fine,801
republic of ireland,fine,802
republic of ireland,fine,803
republic of ireland,fine,804
republic of ireland,fine,805
republic of ireland,fine,806
republic of ireland,fine,807
republic of ireland,fine,808
republic of ireland,fine,809
republic of ireland,fine,853
republic of ireland,fine,854
republic of ireland,fine,855
republic of ireland,fine,856
republic of ireland,fine,857
republic of ireland,fine,858
republic of ireland,fine,859
republic of ireland,fine,860
republic of ireland,fine,861
republic of ireland,fine,862
republic of ireland,fine,863
republic of ireland,fine,864
republic of ireland,fine,865
republic of ireland,fine,866
republic of ireland,fine,867
republic of ireland,fine,868
republic of ireland,fine,869
republic of ireland,fine,913
republic of ireland,fine,914
republic of ireland,fine,915
republic of ireland,fine,916
republic of ireland,fine,917
republic of ireland,fine,918
republic of ireland,fine,919
republic of ireland,fine,920
republic of ireland,fine,921
republic of ireland,fine,922
republic of ireland,fine,923
republic of ireland,fine,924
republic of ireland,fine,925
republic of ireland,fine,926
republic of ireland,fine,927
republic of ireland,fine,928
republic of ireland,fine,929
republic of ireland,fine,974
republic of ireland,fine,975
republic of ireland,fine,976
republic of ireland,fine,977
republic of ireland,fine,978
republic of ireland,fine,979
republic of ireland,fine,980
republic of ireland,fine,981
republic of ireland,fine,982
republic of ireland,fine,983
republic of ireland,fine,984
republic of ireland,fine,987
republic of ireland,fine,988
republic of ireland,fine,989
republic of ireland,fine,1034
republic of ireland,fine,1035
republic of ireland,fine,1036
republic of ireland,fine,1037
republic of ireland,fine,1038
republic of ireland,fine,1039
republic of ireland,fine,1040
republic of ireland,fine,1041
republic of ireland,fine,1042
republic of ireland,fine,1043
republic of ireland,fine,1044
republic of ireland,fine,1045
republic of ireland,fine,1047
republic of ireland,fine,1048
republic of ireland,fine,1049
republic of ireland,fine,1050
republic of ireland,fine,1094
republic of ireland,fine,1095
republic of ireland,fine,1096
republic of ireland,fine,1097
republic of ireland,fine,1098
republic of ireland,fine,1099
republic of ireland,fine,1100
republic of ireland,fine,1101
republic of ireland,fine,1102
republic of ireland,fine,1103
republic of ireland,fine,1104
republic of ireland,fine,1105
republic of ireland,fine,1109
republic of ireland,fine,1110
republic of ireland,fine,1154
republic of ireland,fine,1155
republic of ireland,fine,1156
republic of ireland,fine,1157
republic of ireland,fine,1158
republic of ireland,fine,1159
republic of ireland,fine,1160
